event,id,t,t_diff,t_end,t_end_recv,t_start
ReceiveEPR,abcpazi4a,,0.001161,47:23.669318,,47:23.668157
RECV_BEFORE_MONITOR,abcpazi4a,47:23.669407,,,,
RECV_BEFORE_UPDATE,abcpazi4a,47:23.669554,,,,
RECV_BEFORE_NOTIFY,abcpazi4a,47:23.669668,,,,
SOCKET_ACCEPT,NONE,47:23.670158,,,,
SOCKET_HANDLER_START,NONE,47:23.670486,,,,
SOCKET_RECV_DONE,NONE,47:23.670608,,,,
RECV_TOTAL_no_plots,abcpazi4a,,0.005650999999943451,,47:23.673808,47:23.668157
RECV_TOTAL,abcpazi4a,,0.008178999999927328,,47:23.676336,47:23.668157
SOCKET_AFTER_RECV_EPR,abcpazi4a,47:23.677500,,,,
SOCKET_AFTER_SEND_RECV_EPR,abcpazi4a,47:23.677833,,,,
SOCKET_ACCEPT,NONE,47:26.676977,,,,
SOCKET_HANDLER_START,NONE,47:26.677183,,,,
SOCKET_ACCEPT,NONE,47:26.677330,,,,
SOCKET_RECV_DONE,NONE,47:26.677402,,,,
SOCKET_HANDLER_START,NONE,47:26.677839,,,,
SOCKET_RECV_DONE,NONE,47:26.677937,,,,
CreateEPR_backend,9qbjvuulh,,0.005010,47:26.685471,,47:26.680461
CreateEPR_notify,9qbjvuulh,,0.000106,47:26.685669,,47:26.685563
CreateEPR_total,9qbjvuulh,,0.005276,47:26.685705,,47:26.680429
ORDER_RECV_EXECUTING,9qbjvuulh,,,,,47:26.686790
SOCKET_ACCEPT,NONE,47:26.687148,,,,
SOCKET_HANDLER_START,NONE,47:26.687369,,,,
SOCKET_RECV_DONE,NONE,47:26.687521,,,,
SOCKET_ACCEPT,NONE,47:26.687612,,,,
SOCKET_HANDLER_START,NONE,47:26.688156,,,,
SOCKET_RECV_DONE,NONE,47:26.688298,,,,
SOCKET_BEFORE_RECV_EPR,9qbjvuulh,47:26.691357,,,,
RECV_ENTER,9qbjvuulh,47:26.691457,,,,
RECV_EPR_START,9qbjvuulh,,,,,47:26.691452
ReceiveEPR,9qbjvuulh,,0.001331,47:26.692783,,47:26.691452
RECV_BEFORE_MONITOR,9qbjvuulh,47:26.693171,,,,
RECV_BEFORE_UPDATE,9qbjvuulh,47:26.693568,,,,
RECV_BEFORE_NOTIFY,9qbjvuulh,47:26.693931,,,,
SOCKET_ACCEPT,NONE,47:26.695083,,,,
SOCKET_HANDLER_START,NONE,47:26.695355,,,,
SOCKET_RECV_DONE,NONE,47:26.695496,,,,
RECV_TOTAL_no_plots,9qbjvuulh,,0.007379000000128144,,47:26.698831,47:26.691452
RECV_TOTAL,9qbjvuulh,,0.0112939999999071,,47:26.702746,47:26.691452
SOCKET_AFTER_RECV_EPR,9qbjvuulh,47:26.704416,,,,
SOCKET_AFTER_SEND_RECV_EPR,9qbjvuulh,47:26.706616,,,,
SOCKET_ACCEPT,NONE,47:31.112700,,,,
SOCKET_HANDLER_START,NONE,47:31.112977,,,,
SOCKET_RECV_DONE,NONE,47:31.113056,,,,
SOCKET_ACCEPT,NONE,47:31.113192,,,,
SOCKET_HANDLER_START,NONE,47:31.114062,,,,
SOCKET_RECV_DONE,NONE,47:31.114162,,,,
CreateEPR_backend,fzkjcjgsp,,0.007004,47:31.126752,,47:31.119748
CreateEPR_notify,fzkjcjgsp,,0.000158,47:31.127057,,47:31.126899
CreateEPR_total,fzkjcjgsp,,0.007405,47:31.127111,,47:31.119706
ORDER_RECV_EXECUTING,fzkjcjgsp,,,,,47:31.128122
SOCKET_ACCEPT,NONE,47:31.128446,,,,
SOCKET_HANDLER_START,NONE,47:31.128909,,,,
SOCKET_ACCEPT,NONE,47:31.129087,,,,
SOCKET_RECV_DONE,NONE,47:31.129375,,,,
SOCKET_HANDLER_START,NONE,47:31.129774,,,,
SOCKET_RECV_DONE,NONE,47:31.130044,,,,
SOCKET_BEFORE_RECV_EPR,fzkjcjgsp,47:31.134103,,,,
RECV_ENTER,fzkjcjgsp,47:31.134208,,,,
RECV_EPR_START,fzkjcjgsp,,,,,47:31.134193
ReceiveEPR,fzkjcjgsp,,0.001158,47:31.135351,,47:31.134193
RECV_BEFORE_MONITOR,fzkjcjgsp,47:31.135440,,,,
RECV_BEFORE_UPDATE,fzkjcjgsp,47:31.135605,,,,
RECV_BEFORE_NOTIFY,fzkjcjgsp,47:31.135710,,,,
SOCKET_ACCEPT,NONE,47:31.136106,,,,
SOCKET_HANDLER_START,NONE,47:31.136440,,,,
SOCKET_RECV_DONE,NONE,47:31.136618,,,,
RECV_TOTAL_no_plots,fzkjcjgsp,,0.0055219999999280844,,47:31.139715,47:31.134193
RECV_TOTAL,fzkjcjgsp,,0.007340000000112923,,47:31.141533,47:31.134193
SOCKET_AFTER_RECV_EPR,fzkjcjgsp,47:31.143741,,,,
SOCKET_AFTER_SEND_RECV_EPR,fzkjcjgsp,47:31.146142,,,,
SOCKET_ACCEPT,NONE,47:34.117937,,,,
SOCKET_ACCEPT,NONE,47:34.118287,,,,
SOCKET_HANDLER_START,NONE,47:34.118185,,,,
SOCKET_RECV_DONE,NONE,47:34.118613,,,,
SOCKET_HANDLER_START,NONE,47:34.118549,,,,
SOCKET_RECV_DONE,NONE,47:34.118904,,,,
CreateEPR_backend,rkwf9nc0h,,0.005786,47:34.127785,,47:34.121999
CreateEPR_notify,rkwf9nc0h,,0.000127,47:34.128117,,47:34.127990
CreateEPR_total,rkwf9nc0h,,0.006190,47:34.128165,,47:34.121975
ORDER_RECV_EXECUTING,rkwf9nc0h,,,,,47:34.129727
SOCKET_ACCEPT,NONE,47:34.130174,,,,
SOCKET_HANDLER_START,NONE,47:34.130453,,,,
SOCKET_ACCEPT,NONE,47:34.130671,,,,
SOCKET_HANDLER_START,NONE,47:34.131030,,,,
SOCKET_RECV_DONE,NONE,47:34.131713,,,,
SOCKET_RECV_DONE,NONE,47:34.131300,,,,
SOCKET_BEFORE_RECV_EPR,rkwf9nc0h,47:34.135378,,,,
RECV_ENTER,rkwf9nc0h,47:34.135849,,,,
RECV_EPR_START,rkwf9nc0h,,,,,47:34.135841
ReceiveEPR,rkwf9nc0h,,0.001312,47:34.137153,,47:34.135841
RECV_BEFORE_MONITOR,rkwf9nc0h,47:34.137254,,,,
RECV_BEFORE_UPDATE,rkwf9nc0h,47:34.137484,,,,
RECV_BEFORE_NOTIFY,rkwf9nc0h,47:34.137564,,,,
SOCKET_ACCEPT,NONE,47:34.137941,,,,
SOCKET_HANDLER_START,NONE,47:34.138269,,,,
SOCKET_RECV_DONE,NONE,47:34.138386,,,,
RECV_TOTAL_no_plots,rkwf9nc0h,,0.006053000000065367,,47:34.141894,47:34.135841
RECV_TOTAL,rkwf9nc0h,,0.007827000000361295,,47:34.143668,47:34.135841
SOCKET_AFTER_RECV_EPR,rkwf9nc0h,47:34.144496,,,,
SOCKET_AFTER_SEND_RECV_EPR,rkwf9nc0h,47:34.145909,,,,
SOCKET_ACCEPT,NONE,47:37.963715,,,,
SOCKET_ACCEPT,NONE,47:37.964232,,,,
SOCKET_HANDLER_START,NONE,47:37.964134,,,,
SOCKET_RECV_DONE,NONE,47:37.964360,,,,
SOCKET_HANDLER_START,NONE,47:37.964650,,,,
SOCKET_RECV_DONE,NONE,47:37.964757,,,,
CreateEPR_backend,quox1t9fx,,0.004662,47:37.972068,,47:37.967406
CreateEPR_notify,quox1t9fx,,0.000122,47:37.972303,,47:37.972181
CreateEPR_total,quox1t9fx,,0.004960,47:37.972346,,47:37.967386
ORDER_RECV_EXECUTING,quox1t9fx,,,,,47:37.975715
SOCKET_ACCEPT,NONE,47:37.976599,,,,
SOCKET_HANDLER_START,NONE,47:37.976882,,,,
SOCKET_ACCEPT,NONE,47:37.977182,,,,
SOCKET_HANDLER_START,NONE,47:37.977685,,,,
SOCKET_RECV_DONE,NONE,47:37.977982,,,,
SOCKET_RECV_DONE,NONE,47:37.978142,,,,
SOCKET_BEFORE_RECV_EPR,quox1t9fx,47:37.982093,,,,
RECV_ENTER,quox1t9fx,47:37.982220,,,,
RECV_EPR_START,quox1t9fx,,,,,47:37.982211
ReceiveEPR,quox1t9fx,,0.001344,47:37.983555,,47:37.982211
RECV_BEFORE_MONITOR,quox1t9fx,47:37.983653,,,,
RECV_BEFORE_UPDATE,quox1t9fx,47:37.983923,,,,
RECV_BEFORE_NOTIFY,quox1t9fx,47:37.984015,,,,
SOCKET_ACCEPT,NONE,47:37.984531,,,,
SOCKET_HANDLER_START,NONE,47:37.984920,,,,
SOCKET_RECV_DONE,NONE,47:37.985112,,,,
RECV_TOTAL_no_plots,quox1t9fx,,0.005838000000039756,,47:37.988049,47:37.982211
RECV_TOTAL,quox1t9fx,,0.009442000000035478,,47:37.991653,47:37.982211
SOCKET_AFTER_RECV_EPR,quox1t9fx,47:37.994879,,,,
SOCKET_AFTER_SEND_RECV_EPR,quox1t9fx,47:38.001190,,,,
SOCKET_ACCEPT,NONE,47:40.977445,,,,
SOCKET_HANDLER_START,NONE,47:40.977819,,,,
SOCKET_ACCEPT,NONE,47:40.978022,,,,
SOCKET_RECV_DONE,NONE,47:40.978166,,,,
SOCKET_HANDLER_START,NONE,47:40.978569,,,,
SOCKET_RECV_DONE,NONE,47:40.978750,,,,
CreateEPR_backend,ybm8i26jd,,0.005729,47:40.989419,,47:40.983690
CreateEPR_notify,ybm8i26jd,,0.000116,47:40.989662,,47:40.989546
CreateEPR_total,ybm8i26jd,,0.006112,47:40.989709,,47:40.983597
ORDER_RECV_EXECUTING,ybm8i26jd,,,,,47:40.990974
SOCKET_ACCEPT,NONE,47:40.991489,,,,
SOCKET_HANDLER_START,NONE,47:40.991904,,,,
SOCKET_ACCEPT,NONE,47:40.992063,,,,
SOCKET_HANDLER_START,NONE,47:40.992478,,,,
SOCKET_RECV_DONE,NONE,47:40.993108,,,,
SOCKET_RECV_DONE,NONE,47:40.992229,,,,
SOCKET_BEFORE_RECV_EPR,ybm8i26jd,47:40.996237,,,,
RECV_ENTER,ybm8i26jd,47:40.996338,,,,
RECV_EPR_START,ybm8i26jd,,,,,47:40.996332
ReceiveEPR,ybm8i26jd,,0.001394,47:40.997726,,47:40.996332
RECV_BEFORE_MONITOR,ybm8i26jd,47:40.997996,,,,
RECV_BEFORE_UPDATE,ybm8i26jd,47:40.998403,,,,
RECV_BEFORE_NOTIFY,ybm8i26jd,47:40.998464,,,,
SOCKET_ACCEPT,NONE,47:40.998801,,,,
SOCKET_HANDLER_START,NONE,47:40.999092,,,,
SOCKET_RECV_DONE,NONE,47:40.999294,,,,
RECV_TOTAL_no_plots,ybm8i26jd,,0.005959999999959109,,47:41.002292,47:40.996332
RECV_TOTAL,ybm8i26jd,,0.0065999999997075065,,47:41.002932,47:40.996332
SOCKET_AFTER_RECV_EPR,ybm8i26jd,47:41.006160,,,,
SOCKET_AFTER_SEND_RECV_EPR,ybm8i26jd,47:41.013308,,,,
SOCKET_ACCEPT,NONE,47:48.776177,,,,
SOCKET_HANDLER_START,NONE,47:48.776467,,,,
SOCKET_ACCEPT,NONE,47:48.776670,,,,
SOCKET_HANDLER_START,NONE,47:48.776957,,,,
SOCKET_RECV_DONE,NONE,47:48.777190,,,,
SOCKET_RECV_DONE,NONE,47:48.777385,,,,
CreateEPR_backend,yw55ngzww,,0.007115,47:48.787985,,47:48.780870
CreateEPR_notify,yw55ngzww,,0.000104,47:48.788228,,47:48.788124
CreateEPR_total,yw55ngzww,,0.007445,47:48.788274,,47:48.780829
ORDER_RECV_EXECUTING,yw55ngzww,,,,,47:48.789206
SOCKET_ACCEPT,NONE,47:48.789587,,,,
SOCKET_ACCEPT,NONE,47:48.789984,,,,
SOCKET_HANDLER_START,NONE,47:48.789872,,,,
SOCKET_HANDLER_START,NONE,47:48.790472,,,,
SOCKET_RECV_DONE,NONE,47:48.790645,,,,
SOCKET_RECV_DONE,NONE,47:48.790371,,,,
SOCKET_BEFORE_RECV_EPR,yw55ngzww,47:48.794171,,,,
RECV_ENTER,yw55ngzww,47:48.794273,,,,
RECV_EPR_START,yw55ngzww,,,,,47:48.794267
ReceiveEPR,yw55ngzww,,0.001310,47:48.795577,,47:48.794267
RECV_BEFORE_MONITOR,yw55ngzww,47:48.795694,,,,
RECV_BEFORE_UPDATE,yw55ngzww,47:48.796113,,,,
RECV_BEFORE_NOTIFY,yw55ngzww,47:48.796249,,,,
SOCKET_ACCEPT,NONE,47:48.796777,,,,
SOCKET_HANDLER_START,NONE,47:48.797115,,,,
SOCKET_RECV_DONE,NONE,47:48.797218,,,,
RECV_TOTAL_no_plots,yw55ngzww,,0.006016999999701511,,47:48.800284,47:48.794267
RECV_TOTAL,yw55ngzww,,0.007150999999794294,,47:48.801418,47:48.794267
SOCKET_AFTER_RECV_EPR,yw55ngzww,47:48.810326,,,,
SOCKET_AFTER_SEND_RECV_EPR,yw55ngzww,47:48.811446,,,,
SOCKET_ACCEPT,NONE,47:52.550566,,,,
SOCKET_HANDLER_START,NONE,47:52.550847,,,,
SOCKET_ACCEPT,NONE,47:52.551004,,,,
SOCKET_RECV_DONE,NONE,47:52.551209,,,,
SOCKET_HANDLER_START,NONE,47:52.551550,,,,
SOCKET_RECV_DONE,NONE,47:52.551869,,,,
CreateEPR_backend,m54wwx7z0,,0.006809,47:52.562427,,47:52.555618
CreateEPR_notify,m54wwx7z0,,0.000121,47:52.562678,,47:52.562557
CreateEPR_total,m54wwx7z0,,0.007170,47:52.562727,,47:52.555557
ORDER_RECV_EXECUTING,m54wwx7z0,,,,,47:52.564358
SOCKET_ACCEPT,NONE,47:52.564669,,,,
SOCKET_HANDLER_START,NONE,47:52.565026,,,,
SOCKET_RECV_DONE,NONE,47:52.565192,,,,
SOCKET_ACCEPT,NONE,47:52.565125,,,,
SOCKET_HANDLER_START,NONE,47:52.565543,,,,
SOCKET_RECV_DONE,NONE,47:52.565770,,,,
SOCKET_BEFORE_RECV_EPR,m54wwx7z0,47:52.569392,,,,
RECV_ENTER,m54wwx7z0,47:52.569511,,,,
RECV_EPR_START,m54wwx7z0,,,,,47:52.569505
ReceiveEPR,m54wwx7z0,,0.001386,47:52.570891,,47:52.569505
RECV_BEFORE_MONITOR,m54wwx7z0,47:52.571014,,,,
RECV_BEFORE_UPDATE,m54wwx7z0,47:52.571300,,,,
RECV_BEFORE_NOTIFY,m54wwx7z0,47:52.571425,,,,
SOCKET_ACCEPT,NONE,47:52.571997,,,,
SOCKET_HANDLER_START,NONE,47:52.572336,,,,
SOCKET_RECV_DONE,NONE,47:52.572582,,,,
RECV_TOTAL_no_plots,m54wwx7z0,,0.00624100000004546,,47:52.575746,47:52.569505
RECV_TOTAL,m54wwx7z0,,0.009374000000207161,,47:52.578879,47:52.569505
SOCKET_AFTER_RECV_EPR,m54wwx7z0,47:52.580544,,,,
SOCKET_AFTER_SEND_RECV_EPR,m54wwx7z0,47:52.583284,,,,
SOCKET_ACCEPT,NONE,47:56.031185,,,,
SOCKET_HANDLER_START,NONE,47:56.031986,,,,
SOCKET_ACCEPT,NONE,47:56.032152,,,,
SOCKET_RECV_DONE,NONE,47:56.032379,,,,
SOCKET_HANDLER_START,NONE,47:56.032777,,,,
SOCKET_RECV_DONE,NONE,47:56.032966,,,,
CreateEPR_backend,p5edge02i,,0.007606,47:56.043837,,47:56.036231
CreateEPR_notify,p5edge02i,,0.000100,47:56.044281,,47:56.044181
CreateEPR_total,p5edge02i,,0.008134,47:56.044317,,47:56.036183
ORDER_RECV_EXECUTING,p5edge02i,,,,,47:56.045264
SOCKET_ACCEPT,NONE,47:56.045753,,,,
SOCKET_HANDLER_START,NONE,47:56.046057,,,,
SOCKET_RECV_DONE,NONE,47:56.046392,,,,
SOCKET_ACCEPT,NONE,47:56.046580,,,,
SOCKET_HANDLER_START,NONE,47:56.047213,,,,
SOCKET_RECV_DONE,NONE,47:56.047347,,,,
SOCKET_BEFORE_RECV_EPR,p5edge02i,47:56.050570,,,,
RECV_ENTER,p5edge02i,47:56.050673,,,,
RECV_EPR_START,p5edge02i,,,,,47:56.050667
ReceiveEPR,p5edge02i,,0.001142,47:56.051809,,47:56.050667
RECV_BEFORE_MONITOR,p5edge02i,47:56.051951,,,,
RECV_BEFORE_UPDATE,p5edge02i,47:56.052153,,,,
RECV_BEFORE_NOTIFY,p5edge02i,47:56.052302,,,,
SOCKET_ACCEPT,NONE,47:56.052892,,,,
SOCKET_HANDLER_START,NONE,47:56.053184,,,,
SOCKET_RECV_DONE,NONE,47:56.053323,,,,
RECV_TOTAL_no_plots,p5edge02i,,0.006397999999990134,,47:56.057065,47:56.050667
